Env	clone	rep	grad	dap	pil
E1	C143	26	14.09	16.1	18
E1	C143	27	14.09	11.6	19
E1	C143	28	14.09	13.9	11
E1	C143	29	14.09	12.2	22
E1	C143	30	14.09	13.4	16
E1	C144	1	14.09	15.1	25
E1	C144	2	14.09	12.4	22
E1	C144	3	14.09	7.2	21
E1	C144	4	14.09	15	19
E1	C144	5	14.09	11.1	22
E1	C144	6	14.09	15.6	18
E1	C144	7	14.09	NA	NA
E1	C144	8	14.09	13.4	21
E1	C144	9	14.09	NA	NA
E1	C144	10	14.09	11.9	21
E1	C144	11	14.09	12.8	21
E1	C144	12	14.09	NA	NA
E1	C144	13	14.09	14	14
E1	C144	14	14.09	NA	NA
E1	C144	15	14.09	NA	NA
E1	C144	16	14.09	12.3	17
E1	C144	17	14.09	NA	NA
E1	C144	18	14.09	NA	NA
E1	C144	19	14.09	15.9	18
E1	C144	20	14.09	13.9	21
E1	C144	21	14.09	15	21
E1	C144	22	14.09	NA	NA
E1	C144	23	14.09	14.5	19
E1	C144	24	14.09	10.1	18
E1	C144	25	14.09	13.2	20
E1	C144	26	14.09	11.5	24
E1	C144	27	14.09	13.6	23
E1	C144	28	14.09	14.7	19
E1	C144	29	14.09	15.4	17
E1	C144	30	14.09	10.7	19
E1	C145	1	14.09	15.9	19
E1	C145	2	14.09	15.2	22
E1	C145	3	14.09	17.3	20
E1	C145	4	14.09	NA	NA
E1	C145	5	14.09	15.9	20
E1	C145	6	14.09	13.7	21
E1	C145	7	14.09	17	20
E1	C145	8	14.09	15.9	22
E1	C145	9	14.09	13.7	20
E1	C145	10	14.09	15.5	17
E1	C145	11	14.09	16.5	11
E1	C145	12	14.09	15.3	15
E1	C145	13	14.09	15.2	16
E1	C145	14	14.09	16.3	13
E1	C145	15	14.09	12.9	13
E1	C145	16	14.09	13.4	16
E1	C145	17	14.09	15.7	15
E1	C145	18	14.09	15.3	13
E1	C145	19	14.09	14.8	15
E1	C145	20	14.09	NA	NA
E1	C145	21	14.09	16.7	15
E1	C145	22	14.09	6.1	23
E1	C145	23	14.09	10.5	19
E1	C145	24	14.09	13.3	19
E1	C145	25	14.09	14.5	19
E1	C145	26	14.09	15.2	20
E1	C145	27	14.09	NA	NA
E1	C145	28	14.09	17.1	14
E1	C146	1	14.09	9.6	19
E1	C146	2	14.09	12.1	22
E1	C146	3	14.09	NA	NA
E1	C146	4	14.09	NA	NA
E1	C146	5	14.09	8.6	18
E1	C146	6	14.09	16.4	16
E1	C146	7	14.09	14.4	16
E1	C146	8	14.09	12.9	23
E1	C146	9	14.09	16.5	15
E1	C146	10	14.09	10.8	18
E1	C146	11	14.09	14.8	17
E1	C146	12	14.09	15.2	12
E1	C146	13	14.09	5.2	15
E1	C146	14	14.09	11.7	13
E1	C146	15	14.09	14.8	15
E1	C146	16	14.09	NA	NA
E1	C146	17	14.09	15.2	14
E1	C146	18	14.09	15.6	14
E1	C146	19	14.09	10.2	17
E1	C146	20	14.09	11.9	19
E1	C146	21	14.09	11.4	18
E1	C146	22	14.09	11.6	19
E1	C146	23	14.09	10.9	21
E1	C146	24	14.09	10.1	20
E1	C146	25	14.09	10.7	21
E1	C146	26	14.09	17.2	16
E1	C146	27	14.09	16	20
E1	C146	28	14.09	13.1	22
E1	C146	29	14.09	10.8	19
E1	C146	30	14.09	14.3	17
E1	C147	1	14.09	16.6	20
E1	C147	2	14.09	13.5	18
E1	C147	3	14.09	15.8	14
E1	C147	4	14.09	13.8	19
E1	C147	5	14.09	13.1	18
E1	C147	6	14.09	13.2	17
E1	C147	7	14.09	15.4	17
E1	C147	8	14.09	15.3	18
E1	C147	9	14.09	13.1	20
E1	C147	10	14.09	13.5	22
E1	C147	11	14.09	NA	NA
E1	C147	12	14.09	11.7	16
E1	C147	13	14.09	14.5	15
E1	C147	14	14.09	13.8	12
E1	C147	15	14.09	10.8	13
E1	C147	16	14.09	14.5	14
E1	C147	17	14.09	15.5	15
E1	C147	18	14.09	NA	NA
E1	C147	19	14.09	16.7	17
E1	C147	20	14.09	16.1	16
E1	C147	21	14.09	7.5	18
E1	C147	22	14.09	14.9	16
E1	C147	23	14.09	14.3	16
E1	C147	24	14.09	16.3	15
E1	C147	25	14.09	7.4	21
E1	C147	26	14.09	11.9	20
E1	C147	27	14.09	NA	NA
E1	C147	28	14.09	15.4	17
E1	C147	29	14.09	9.6	17
E1	C147	30	14.09	8.7	18
E1	C148	1	14.09	11.5	24
E1	C148	2	14.09	NA	NA
E1	C148	3	14.09	9	21
E1	C148	4	14.09	15.1	20
E1	C148	5	14.09	11.5	20
E1	C148	6	14.09	15.5	20
E1	C148	7	14.09	13.8	20
E1	C148	8	14.09	NA	NA
E1	C148	9	14.09	15	19
E1	C148	10	14.09	NA	NA
E1	C148	11	14.09	14	16
E1	C148	12	14.09	8	19
E1	C148	13	14.09	13.3	17
E1	C148	14	14.09	12.7	12
E1	C148	15	14.09	10.2	17
E1	C148	16	14.09	NA	NA
E1	C148	17	14.09	13.7	17
E1	C148	18	14.09	13.1	19
E1	C148	19	14.09	15.9	19
E1	C148	20	14.09	9.4	22
E1	C148	21	14.09	16.3	17
E1	C148	22	14.09	NA	NA
E1	C148	23	14.09	16.5	16
E1	C148	24	14.09	NA	NA
E1	C148	25	14.09	NA	NA
E1	C148	26	14.09	NA	NA
E1	C148	27	14.09	14.1	16
E1	C148	28	14.09	14.7	23
E1	C148	29	14.09	12.7	21
E1	C148	30	14.09	NA	NA
E1	C149	1	14.09	NA	NA
E1	C149	2	14.09	4.5	17
E1	C149	3	14.09	16.6	13
E1	C149	4	14.09	8.9	21
E1	C149	5	14.09	11.1	18
E1	C149	6	14.09	13.7	19
E1	C149	7	14.09	15.5	19
E1	C149	8	14.09	NA	NA
E1	C149	9	14.09	NA	NA
E1	C149	10	14.09	13.2	22
E1	C149	11	14.09	16.6	14
E1	C149	12	14.09	NA	NA
E1	C149	13	14.09	NA	NA
E1	C149	14	14.09	15.4	12
E1	C149	15	14.09	NA	NA
E1	C149	16	14.09	11.1	16
E1	C149	17	14.09	14.8	13
E1	C149	18	14.09	16.1	14
E1	C149	19	14.09	12.5	18
E1	C149	20	14.09	11.4	20
E1	C149	21	14.09	16.4	18
E1	C149	22	14.09	13.2	19
E1	C149	23	14.09	9.1	14
E1	C149	24	14.09	NA	NA
E1	C149	25	14.09	17.9	17
E1	C149	26	14.09	NA	NA
E1	C149	27	14.09	16.7	17
E1	C149	28	14.09	15.4	14
E1	C149	29	14.09	15.3	19
E1	C149	30	14.09	17.2	18
E1	C150	1	14.09	15.3	15
E1	C150	2	14.09	14.6	17
E1	C150	3	14.09	16.3	15
E1	C150	4	14.09	14.4	15
E1	C150	5	14.09	14.8	16
E1	C150	6	14.09	15.8	17
E1	C150	7	14.09	NA	NA
E1	C150	8	14.09	16	14
E1	C150	9	14.09	14.9	16
E1	C150	10	14.09	14	15
E1	C150	11	14.09	NA	NA
E1	C150	12	14.09	14.9	11
E1	C150	13	14.09	NA	NA
E1	C150	14	14.09	17.7	11
E1	C150	15	14.09	15.4	11
E1	C150	16	14.09	16.7	13
E1	C150	17	14.09	14.6	14
E1	C150	18	14.09	17.2	13
E1	C150	19	14.09	17.8	15
E1	C150	20	14.09	14	15
E1	C150	21	14.09	15	14
E1	C150	22	14.09	NA	NA
E1	C150	23	14.09	18	15
E1	C150	24	14.09	15.4	16
E1	C150	25	14.09	17	18
E1	C150	26	14.09	14.7	17
E1	C150	27	14.09	13.7	15
E1	C150	28	14.09	NA	NA
E1	C150	29	14.09	15	17
E1	C150	30	14.09	12.4	19
E1	C151	1	14.09	NA	NA
E1	C151	2	14.09	12.5	18
E1	C151	3	14.09	10.3	14
E1	C151	4	14.09	17	15
E1	C151	5	14.09	12.6	18
E1	C151	6	14.09	10.3	13
E1	C151	7	14.09	14	20
E1	C151	8	14.09	9.4	14
E1	C151	9	14.09	8.8	17
E1	C151	10	14.09	11.2	15
E1	C151	11	14.09	11.3	14
E1	C151	12	14.09	14.6	11
E1	C151	13	14.09	12.3	15
E1	C151	14	14.09	NA	NA
E1	C151	15	14.09	17	12
E1	C151	16	14.09	11.3	15
E1	C151	17	14.09	11.8	18
E1	C151	18	14.09	12	17
E1	C151	19	14.09	9.3	14
E1	C151	20	14.09	11.6	16
E1	C151	21	14.09	NA	NA
E1	C151	22	14.09	15.5	16
E1	C151	23	14.09	NA	NA
E1	C151	24	14.09	13.2	19
E1	C151	25	14.09	12.1	17
E1	C151	26	14.09	11.8	20
E1	C151	27	14.09	14.3	19
E1	C151	28	14.09	13.4	19
E1	C151	29	14.09	12.8	15
E1	C151	30	14.09	NA	NA
E1	C152	1	14.09	18.3	19
E1	C152	2	14.09	18.5	18
E1	C152	3	14.09	16.2	19
E1	C152	4	14.09	17.4	12
E1	C152	5	14.09	16.9	18
E1	C152	6	14.09	18.3	14
E1	C152	7	14.09	18.1	17
E1	C152	8	14.09	14.2	21
E1	C152	9	14.09	15.9	15
E1	C152	10	14.09	17.2	17
E1	C152	11	14.09	NA	NA
E1	C152	12	14.09	17.4	12
E1	C152	13	14.09	15.1	12
E1	C152	14	14.09	NA	NA
E1	C152	15	14.09	17.5	14
E1	C152	16	14.09	16.8	13
E1	C152	17	14.09	18.8	13
E1	C152	18	14.09	NA	NA
E1	C152	19	14.09	18.7	15
E1	C152	20	14.09	16.5	14
E1	C152	21	14.09	17.6	15
E1	C152	22	14.09	7.5	19
E1	C152	23	14.09	17.5	16
E1	C152	24	14.09	13.9	15
E1	C152	25	14.09	17.9	16
E1	C152	26	14.09	18.1	16
E1	C152	27	14.09	15.8	18
E1	C152	28	14.09	17.6	16
E1	C152	29	14.09	19	15
E1	C152	30	14.09	18.1	16
E1	C153	1	14.09	12.9	22
E1	C153	2	14.09	6.2	20
E1	C153	3	14.09	16.2	16
E1	C153	4	14.09	17.7	16
E1	C153	5	14.09	16.1	17
E1	C153	6	14.09	NA	NA
E1	C153	7	14.09	15.3	17
E1	C153	8	14.09	11.9	20
E1	C153	9	14.09	13	19
E1	C153	10	14.09	NA	NA
E1	C153	11	14.09	15.2	17
E1	C153	12	14.09	19.1	10
E1	C153	13	14.09	NA	NA
E1	C153	14	14.09	6.7	10
E1	C153	15	14.09	11.3	15
E1	C153	16	14.09	10.6	15
E1	C153	17	14.09	15.1	15
E1	C153	18	14.09	NA	NA
E1	C153	19	14.09	19.7	16
E1	C153	20	14.09	17.7	16
E1	C153	21	14.09	NA	NA
E1	C153	22	14.09	11.4	18
E1	C153	23	14.09	13.7	21
E1	C153	24	14.09	13.5	18
E1	C153	25	14.09	14.9	18
E1	C153	26	14.09	NA	NA
E1	C153	27	14.09	16.4	19
E1	C153	28	14.09	15	16
E1	C153	29	14.09	16.7	16
E1	C153	30	14.09	13.8	21
E1	C154	1	14.09	NA	NA
E1	C154	2	14.09	15.9	18
E1	C154	3	14.09	14.2	15
E1	C154	4	14.09	19.2	12
E1	C154	5	14.09	18	16
E1	C154	6	14.09	15.7	15
E1	C154	7	14.09	14.8	17
E1	C154	8	14.09	19.6	15
E1	C154	9	14.09	17.1	16
E1	C154	10	14.09	15.3	17
E1	C154	11	14.09	NA	NA
E1	C154	12	14.09	18.9	11
E1	C154	13	14.09	19.8	13
E1	C154	14	14.09	NA	NA
E1	C154	15	14.09	18.5	11
E1	C154	16	14.09	16.2	16
E1	C154	17	14.09	17.5	13
E1	C154	18	14.09	NA	NA
E1	C154	19	14.09	NA	NA
E1	C154	20	14.09	NA	NA
E1	C154	21	14.09	NA	NA
E1	C154	22	14.09	10.5	17
E1	C154	23	14.09	16.2	15
E1	C154	24	14.09	NA	NA
E1	C154	25	14.09	NA	NA
E1	C154	26	14.09	17.8	17
E1	C154	27	14.09	15.6	18
E1	C154	28	14.09	19.9	12
E1	C154	29	14.09	12.2	21
E1	C154	30	14.09	19.4	15
E1	C155	1	14.09	NA	NA
E1	C155	2	14.09	10.4	19
E1	C155	3	14.09	NA	NA
E1	C155	4	14.09	12.7	15
E1	C155	5	14.09	NA	NA
E1	C155	6	14.09	11.6	15
E1	C155	7	14.09	NA	NA
E1	C155	8	14.09	11.9	16
E1	C155	9	14.09	8.8	18
E1	C155	10	14.09	NA	NA
E1	C155	11	14.09	NA	NA
E1	C155	12	14.09	15.6	12
E1	C155	13	14.09	NA	NA
E1	C155	14	14.09	12	14
E1	C155	15	14.09	NA	NA
E1	C155	16	14.09	NA	NA
E1	C155	17	14.09	NA	NA
E1	C155	18	14.09	7.9	17
E1	C155	19	14.09	11	18
E1	C155	20	14.09	14	17
E1	C155	21	14.09	NA	NA
E1	C155	22	14.09	12.9	17
E1	C155	23	14.09	NA	NA
E1	C155	24	14.09	13.9	17
E1	C155	25	14.09	13.8	17
E1	C155	26	14.09	11.2	16
E1	C155	27	14.09	NA	NA
E1	C155	28	14.09	11.5	17
E1	C155	29	14.09	NA	NA
E1	C155	30	14.09	12.3	16
E1	C156	1	14.09	NA	NA
E1	C156	2	14.09	5.9	17
E1	C156	3	14.09	16.7	12
E1	C156	4	14.09	13.4	15
E1	C156	5	14.09	17.2	16
E1	C156	6	14.09	17.2	15
E1	C156	7	14.09	17.7	15
E1	C156	8	14.09	17.7	14
E1	C156	9	14.09	16.4	15
E1	C156	10	14.09	15.1	15
E1	C156	11	14.09	16.5	14
E1	C156	12	14.09	11.8	12
E1	C156	13	14.09	14.5	13
E1	C156	14	14.09	9.2	15
E1	C156	15	14.09	15.4	12
E1	C156	16	14.09	15.3	14
E1	C156	17	14.09	NA	NA
E1	C156	18	14.09	17	13
E1	C156	19	14.09	13.6	17
E1	C156	20	14.09	NA	NA
E1	C156	21	14.09	15.5	17
E1	C156	22	14.09	18.3	15
E1	C156	23	14.09	13	15
E1	C156	24	14.09	13.4	13
E1	C156	25	14.09	15.7	15
E1	C156	26	14.09	17	17
E1	C156	27	14.09	NA	NA
E1	C156	28	14.09	13.5	17
E1	C156	29	14.09	16.9	16
E1	C157	1	14.09	12.4	23
E1	C157	2	14.09	14.7	22
E1	C157	3	14.09	15.2	18
E1	C157	4	14.09	13.5	22
E1	C157	5	14.09	11.7	22
E1	C157	6	14.09	13.7	23
E1	C157	7	14.09	13	21
E1	C157	8	14.09	11.2	20
E1	C157	9	14.09	13.1	20
E1	C157	10	14.09	15.7	25
E1	C157	11	14.09	15.7	16
E1	C157	12	14.09	15.5	18
E1	C157	13	14.09	15.6	16
E1	C157	14	14.09	16.4	13
E1	C157	15	14.09	15.3	16
E1	C157	16	14.09	16.5	18
E1	C157	17	14.09	12.1	19
E1	C157	18	14.09	12.7	17
E1	C157	19	14.09	15.5	18
E1	C157	20	14.09	13.5	18
E1	C157	21	14.09	NA	NA
E1	C157	22	14.09	13.5	19
E1	C157	23	14.09	12	22
E1	C157	24	14.09	14.3	20
E1	C157	25	14.09	15.8	19
E1	C157	26	14.09	14.2	23
E1	C157	27	14.09	12.5	22
E1	C157	28	14.09	13.4	21
E1	C157	29	14.09	15.2	20
E1	C157	30	14.09	16.6	19
E1	C158	1	14.09	14.71	19.5
E1	C158	2	14.09	14.96	17.5
E1	C158	3	14.09	14.32	16.5
E1	C158	4	14.09	NA	NA
E1	C158	5	14.09	15.28	16.5
E1	C158	6	14.09	15.28	18
E1	C158	7	14.09	17.22	19
E1	C158	8	14.09	16.04	17.5
E1	C158	9	14.09	13.75	18.5
E1	C158	10	14.09	17.19	17.5
E1	C158	11	14.09	16.11	18
E1	C158	12	14.09	13.69	17
E1	C158	13	14.09	17.38	17
E1	C158	14	14.09	17.6	16.5
E1	C158	15	14.09	17.38	16.5
E1	C158	16	14.09	16.55	18
E1	C158	17	14.09	16.49	17.5
E1	C158	18	14.09	17.03	19
E1	C158	19	14.09	15.92	19.5
E1	C158	20	14.09	16.23	18.5
E1	C158	21	14.09	15.44	16
E1	C158	22	14.09	15.12	18
E1	C158	23	14.09	18.02	17
E1	C158	24	14.09	15.92	17.5
E1	C158	25	14.09	15.41	17.5
E1	C158	26	14.09	16.46	16.5
E1	C158	27	14.09	16.07	16.5
E1	C158	28	14.09	16.42	18
E1	C158	29	14.09	14.48	18
E1	C158	30	14.09	16.77	16.5
E1	C159	1	14.09	14.7	21
E1	C159	2	14.09	12.3	19
E1	C159	3	14.09	15.2	18
E1	C159	4	14.09	NA	NA
E1	C159	5	14.09	NA	NA
E1	C159	6	14.09	19.1	14
E1	C159	7	14.09	17.5	17
E1	C159	8	14.09	7.1	19
E1	C159	9	14.09	13.2	18
E1	C159	10	14.09	17.8	15
E1	C159	11	14.09	NA	NA
E1	C159	12	14.09	19.4	11
E1	C159	13	14.09	17.5	13
E1	C159	14	14.09	12.7	14
E1	C159	15	14.09	15	11
E1	C159	16	14.09	17.1	17
E1	C159	17	14.09	15.3	14
E1	C159	18	14.09	NA	NA
E1	C159	19	14.09	16.6	16
E1	C159	20	14.09	10.9	15
E1	C159	21	14.09	16.4	16
E1	C159	22	14.09	19.1	13
E1	C159	23	14.09	15.7	15
E1	C159	24	14.09	13.2	17
E1	C159	25	14.09	NA	NA
E1	C159	26	14.09	16.8	18
E1	C159	27	14.09	NA	NA
E1	C159	28	14.09	18	15
E1	C159	29	14.09	14	18
E1	C159	30	14.09	16	18
E1	C160	1	14.09	14.9	20
E1	C160	2	14.09	11.4	21.5
E1	C160	3	14.09	15.09	20
E1	C160	4	14.09	17.19	21.5
E1	C160	5	14.09	14.32	21.5
E1	C160	6	14.09	15.53	19
E1	C160	7	14.09	13.4	21
E1	C160	8	14.09	13.53	22
E1	C160	9	14.09	16.55	18
E1	C160	10	14.09	12.19	16.5
E1	C160	11	14.09	15.72	21
E1	C160	12	14.09	15.6	21
E1	C160	13	14.09	15.22	19.5
E1	C160	14	14.09	NA	NA
E1	C160	15	14.09	11.46	18.5
E1	C160	16	14.09	15.69	20.5
E1	C160	17	14.09	16.23	18.5
E1	C160	18	14.09	17.32	20
E1	C160	19	14.09	15.53	21
E1	C160	20	14.09	17.25	19.5
E1	C160	21	14.09	NA	NA
E1	C160	22	14.09	17.51	18.5
E1	C160	23	14.09	12.8	17
E1	C160	24	14.09	15.6	16.5
E1	C160	25	14.09	14.64	19
E1	C160	26	14.09	16.36	20.5
E1	C160	27	14.09	15.06	20
E1	C160	28	14.09	15.85	20.5
E1	C160	29	14.09	17.76	18.5
E1	C160	30	14.09	16.36	18.5
E1	C161	1	14.09	14.5	20
E1	C161	2	14.09	14.8	16
E1	C161	3	14.09	15	18
E1	C161	4	14.09	NA	NA
E1	C161	5	14.09	15.4	16
E1	C161	6	14.09	14.2	14
E1	C161	7	14.09	15	16
E1	C161	8	14.09	NA	NA
E1	C161	9	14.09	NA	NA
E1	C161	10	14.09	NA	NA
E1	C161	11	14.09	NA	NA
E1	C161	12	14.09	6.6	15
E1	C161	13	14.09	13.7	14
E1	C161	14	14.09	NA	NA
E1	C161	15	14.09	9.5	13
E1	C161	16	14.09	15.3	14
E1	C161	17	14.09	14.1	13
E1	C161	18	14.09	NA	NA
E1	C161	19	14.09	14.3	16
E1	C161	20	14.09	NA	NA
E1	C161	21	14.09	17.3	15
E1	C161	22	14.09	NA	NA
E1	C161	23	14.09	13.2	17
E1	C161	24	14.09	15.6	15
E1	C161	25	14.09	NA	NA
E1	C161	26	14.09	13	19
E1	C161	27	14.09	15.9	14
E1	C161	28	14.09	12.4	19
E1	C161	29	14.09	NA	NA
E1	C161	30	14.09	NA	NA
E1	C162	1	14.09	14.9	16.5
E1	C162	2	14.09	12.67	17
E1	C162	3	14.09	16.68	16
E1	C162	4	14.09	15.6	16
E1	C162	5	14.09	14.96	17.5
E1	C162	6	14.09	NA	NA
E1	C162	7	14.09	NA	NA
E1	C162	8	14.09	13.53	15
E1	C162	9	14.09	14.96	14
E1	C162	10	14.09	NA	NA
E1	C162	11	14.09	14.32	16
E1	C162	12	14.09	18.78	15.5
E1	C162	13	14.09	NA	NA
E1	C162	14	14.09	NA	NA
E1	C162	15	14.09	17.32	17
E1	C162	16	14.09	17.03	17
E1	C162	17	14.09	18.21	16.5
E1	C162	18	14.09	NA	NA
E1	C162	19	14.09	14.99	16.5
E1	C162	20	14.09	14.58	16
E1	C162	21	14.09	NA	NA
E1	C162	22	14.09	NA	NA
E1	C162	23	14.09	14.39	15.5
E1	C162	24	14.09	16.9	13.5
E1	C162	25	14.09	13.75	15
E1	C162	26	14.09	13.85	16.5
E1	C162	27	14.09	12.54	17
E1	C162	28	14.09	NA	NA
E1	C162	29	14.09	NA	NA
E1	C162	30	14.09	17.98	14.5
E1	C163	1	14.09	12.73	16
E1	C163	2	14.09	11.05	16
E1	C163	3	14.09	16.04	14
E1	C163	4	14.09	15.6	14
E1	C163	5	14.09	12.54	19
E1	C163	6	14.09	9.36	17
E1	C163	7	14.09	9.71	14.5
E1	C163	8	14.09	13.05	15
E1	C163	9	14.09	15.63	15
E1	C163	10	14.09	14.8	15
E1	C163	11	14.09	4.84	14.5
E1	C163	12	14.09	11.14	17.5
E1	C163	13	14.09	NA	NA
E1	C163	14	14.09	13.62	16.5
E1	C163	15	14.09	12.25	15
E1	C163	16	14.09	12.48	14.5
E1	C163	17	14.09	11.14	16
E1	C163	18	14.09	12.16	16.5
E1	C163	19	14.09	12.48	15
E1	C163	20	14.09	9.68	14.5
E1	C163	21	14.09	13.05	15
E1	C163	22	14.09	15.44	13
E1	C163	23	14.09	12.99	14.5
E1	C163	24	14.09	12.8	14
E1	C163	25	14.09	9.71	13
E1	C163	26	14.09	14.55	15.5
E1	C163	27	14.09	11.9	16
E1	C163	28	14.09	14.74	15.5
E1	C163	29	14.09	13.43	14
E1	C163	30	14.09	NA	NA
E1	C164	1	14.09	14.6	19
E1	C164	2	14.09	13.8	15
E1	C164	3	14.09	16.1	11
E1	C164	4	14.09	14.5	16
E1	C164	5	14.09	15.4	15
E1	C164	6	14.09	14.3	15
E1	C164	7	14.09	14.9	16
E1	C164	8	14.09	11.4	15
E1	C164	9	14.09	16.1	13
E1	C164	10	14.09	NA	NA
E1	C164	11	14.09	12	11
E1	C164	12	14.09	10.7	12
E1	C164	13	14.09	12.8	16
E1	C164	14	14.09	14.7	9
E1	C164	15	14.09	14.9	12
E1	C164	16	14.09	14.5	15
E1	C164	17	14.09	15.5	12
E1	C164	18	14.09	13.3	15
E1	C164	19	14.09	NA	NA
E1	C164	20	14.09	13.6	15
E1	C164	21	14.09	15.6	15
E1	C164	22	14.09	14	13
E1	C164	23	14.09	16	14
E1	C164	24	14.09	NA	NA
E1	C164	25	14.09	NA	NA
E1	C164	26	14.09	14.7	16
E1	C164	27	14.09	14.6	16
E1	C164	28	14.09	NA	NA
E1	C164	29	14.09	17.3	12
E1	C164	30	14.09	14.2	16
E1	C165	1	14.09	12.3	20
E1	C165	2	14.09	14.6	19
E1	C165	3	14.09	12.2	19
E1	C165	4	14.09	10.5	18
E1	C165	5	14.09	13.8	19
E1	C165	6	14.09	12.3	20
E1	C165	7	14.09	13.3	19
E1	C165	8	14.09	11.8	19
E1	C165	9	14.09	NA	NA
E1	C165	10	14.09	13.1	23
E1	C165	11	14.09	NA	NA
E1	C165	12	14.09	8.2	11
E1	C165	13	14.09	NA	NA
E1	C165	14	14.09	13.5	10
E1	C165	15	14.09	16.8	14
E1	C165	16	14.09	NA	NA
E1	C165	17	14.09	NA	NA
E1	C165	18	14.09	NA	NA
E1	C165	19	14.09	NA	NA
E1	C165	20	14.09	NA	NA
E1	C165	21	14.09	12.7	18
E1	C165	22	14.09	15.2	16
E1	C165	23	14.09	NA	NA
E1	C165	24	14.09	14.4	18
E1	C165	25	14.09	13	19
E1	C165	26	14.09	NA	NA
E1	C165	27	14.09	12.4	18
E1	C165	28	14.09	NA	NA
E1	C165	29	14.09	NA	NA
E1	C165	30	14.09	13.1	17
E1	C166	1	14.09	11.8	19
E1	C166	2	14.09	11.6	13
E1	C166	3	14.09	13.4	20
E1	C166	4	14.09	NA	NA
E1	C166	5	14.09	7.4	20
E1	C166	6	14.09	13.9	20
E1	C166	7	14.09	10.9	23
E1	C166	8	14.09	10.5	11
E1	C166	9	14.09	7.9	18
E1	C166	10	14.09	NA	NA
E1	C166	11	14.09	15.2	16
E1	C166	12	14.09	NA	NA
E1	C166	13	14.09	16.3	14
E1	C166	14	14.09	NA	NA
E1	C166	15	14.09	NA	NA
E1	C166	16	14.09	NA	NA
E1	C166	17	14.09	13.5	14
E1	C166	18	14.09	14.5	16
E1	C166	19	14.09	NA	NA
E1	C166	20	14.09	13.1	17
E1	C166	21	14.09	NA	NA
E1	C166	22	14.09	11.2	18
E1	C166	23	14.09	17	15
E1	C166	24	14.09	16.3	17
E1	C166	25	14.09	13.6	20
E1	C166	26	14.09	NA	NA
E1	C166	27	14.09	13.4	16
E1	C166	28	14.09	12.7	16
E1	C166	29	14.09	NA	NA
E1	C166	30	14.09	12.4	16
E1	C167	1	14.09	16.3	16
E1	C167	2	14.09	17.1	14
E1	C167	3	14.09	14.2	15
E1	C167	4	14.09	13.5	15
E1	C167	5	14.09	15.4	11
E1	C167	6	14.09	12.6	17
E1	C167	7	14.09	13.1	16
E1	C167	8	14.09	16.6	14
E1	C167	9	14.09	17.6	13
E1	C167	10	14.09	NA	NA
E1	C167	11	14.09	17.5	10
E1	C167	12	14.09	5.8	13
E1	C167	13	14.09	12.4	13
E1	C167	14	14.09	12.4	11
E1	C167	15	14.09	10.6	12
E1	C167	16	14.09	12	15
E1	C167	17	14.09	16.9	12
E1	C167	18	14.09	17.5	13
E1	C167	19	14.09	16.5	11
E1	C167	20	14.09	14.3	15
E1	C167	21	14.09	9.5	16
E1	C167	22	14.09	11.8	15
E1	C167	23	14.09	14.7	15
E1	C167	24	14.09	17.7	14
E1	C167	25	14.09	15.5	16
E1	C167	26	14.09	12.4	17
E1	C167	27	14.09	16.7	16
E1	C167	28	14.09	15.6	15
E1	C167	29	14.09	16.9	14
E1	C167	30	14.09	12.1	16
E1	C168	1	14.09	11.6	17
E1	C168	2	14.09	13.8	12
E1	C168	3	14.09	15.2	13
E1	C168	4	14.09	12.4	13
E1	C168	5	14.09	NA	NA
E1	C168	6	14.09	14.6	14
E1	C168	7	14.09	12.8	15
E1	C168	8	14.09	12.3	15
E1	C168	9	14.09	16.6	12
E1	C168	10	14.09	11.7	16
E1	C168	11	14.09	14.6	13
E1	C168	12	14.09	NA	NA
E1	C168	13	14.09	14.1	12
E1	C168	14	14.09	17.2	10
E1	C168	15	14.09	13.9	13
E1	C168	16	14.09	NA	NA
E1	C168	17	14.09	13.5	12
E1	C168	18	14.09	NA	NA
E1	C168	19	14.09	9.5	11
E1	C168	20	14.09	14.8	14
E1	C168	21	14.09	NA	NA
E1	C168	22	14.09	14.3	12
E1	C168	23	14.09	15.1	15
E1	C168	24	14.09	NA	NA
E1	C168	25	14.09	15.1	14
E1	C168	26	14.09	14.9	16
E1	C168	27	14.09	7.3	18
E1	C168	28	14.09	14.3	14
E1	C168	29	14.09	13.3	18
E1	C168	30	14.09	NA	NA
E1	C169	1	14.09	NA	NA
E1	C169	2	14.09	12.7	21
E1	C169	3	14.09	13.4	22
E1	C169	4	14.09	16.4	17
E1	C169	5	14.09	15.1	19
E1	C169	6	14.09	16.1	19
E1	C169	7	14.09	13.9	17
E1	C169	8	14.09	11.3	23
E1	C169	9	14.09	15.4	17
E1	C169	10	14.09	13.3	18
E1	C169	11	14.09	NA	NA
E1	C169	12	14.09	NA	NA
E1	C169	13	14.09	NA	NA
E1	C169	14	14.09	14.8	14
E1	C169	15	14.09	NA	NA
E1	C169	16	14.09	16.9	13
E1	C169	17	14.09	NA	NA
E1	C169	18	14.09	11.7	18
E1	C169	19	14.09	10.8	21
E1	C169	20	14.09	10.2	18
E1	C169	21	14.09	15.8	19
E1	C169	22	14.09	10.3	16
E1	C169	23	14.09	14.5	17
E1	C169	24	14.09	17.7	13
