Env	clone	rep	grad	dap	pil
E1	C026	28	14.09	14.26	19.5
E1	C026	29	14.09	NA	NA
E1	C026	30	14.09	14.8	18
E1	C027	1	14.09	15.92	15
E1	C027	2	14.09	13.69	20.5
E1	C027	3	14.09	15.12	16.5
E1	C027	4	14.09	17	22.5
E1	C027	5	14.09	15.66	22.5
E1	C027	6	14.09	17	19.5
E1	C027	7	14.09	16.87	19
E1	C027	8	14.09	18.53	18.5
E1	C027	9	14.09	17.54	17.5
E1	C027	10	14.09	17.28	20
E1	C027	11	14.09	14.77	22
E1	C027	12	14.09	17.19	20.5
E1	C027	13	14.09	18.08	20.5
E1	C027	14	14.09	15.47	16
E1	C027	15	14.09	16.33	23
E1	C027	16	14.09	11.01	20
E1	C027	17	14.09	17.19	20.5
E1	C027	18	14.09	15.85	20.5
E1	C027	19	14.09	16.77	20.5
E1	C027	20	14.09	18.05	19.5
E1	C027	21	14.09	17.73	18.5
E1	C027	22	14.09	16.23	19
E1	C027	23	14.09	NA	NA
E1	C027	24	14.09	17.19	17
E1	C027	25	14.09	16.17	17
E1	C027	26	14.09	16.04	19.5
E1	C027	27	14.09	13.72	21
E1	C027	28	14.09	17.06	19.5
E1	C027	29	14.09	17.57	17.5
E1	C027	30	14.09	14.77	18.5
E1	C028	1	14.09	13.75	17
E1	C028	2	14.09	12	17
E1	C028	3	14.09	13.5	16.5
E1	C028	4	14.09	15.6	16
E1	C028	5	14.09	NA	NA
E1	C028	6	14.09	8.98	17.5
E1	C028	7	14.09	17.03	16.5
E1	C028	8	14.09	NA	NA
E1	C028	9	14.09	14.83	15
E1	C028	10	14.09	15.28	16.5
E1	C028	11	14.09	17.19	15.5
E1	C028	12	14.09	12.8	16
E1	C028	13	14.09	15.79	15.5
E1	C028	14	14.09	14.16	16.5
E1	C028	15	14.09	15.98	16.5
E1	C028	16	14.09	13.88	15.5
E1	C028	17	14.09	16.01	15
E1	C028	18	14.09	8.28	18
E1	C028	19	14.09	15.92	17
E1	C028	20	14.09	11.46	17.5
E1	C028	21	14.09	14.13	16
E1	C028	22	14.09	15.28	15
E1	C028	23	14.09	14.26	15
E1	C028	24	14.09	14.58	13
E1	C028	25	14.09	13.56	18
E1	C028	26	14.09	11.65	14
E1	C028	27	14.09	13.5	17.5
E1	C028	28	14.09	15.41	15.5
E1	C028	29	14.09	12.67	16
E1	C028	30	14.09	12.1	15.5
E1	C029	1	14.09	14.3	22
E1	C029	2	14.09	NA	NA
E1	C029	3	14.09	15.1	18
E1	C029	4	14.09	10.2	18
E1	C029	5	14.09	13.7	17
E1	C029	6	14.09	14.1	17
E1	C029	7	14.09	NA	NA
E1	C029	8	14.09	14.6	17
E1	C029	9	14.09	12.2	20
E1	C029	10	14.09	12.1	16
E1	C029	11	14.09	14.7	14
E1	C029	12	14.09	7.3	18
E1	C029	13	14.09	17.6	12
E1	C029	14	14.09	9.7	18
E1	C029	15	14.09	11.6	13
E1	C029	16	14.09	17.3	15
E1	C029	17	14.09	17.3	13
E1	C029	18	14.09	16.6	14
E1	C029	19	14.09	NA	NA
E1	C029	20	14.09	13.1	17
E1	C029	21	14.09	16	15
E1	C029	22	14.09	15.9	17
E1	C029	23	14.09	17.4	16
E1	C029	24	14.09	NA	NA
E1	C029	25	14.09	16.1	16
E1	C029	26	14.09	NA	NA
E1	C029	27	14.09	15.2	19
E1	C029	28	14.09	NA	NA
E1	C029	29	14.09	11	13
E1	C029	30	14.09	12.7	19
E1	C030	1	14.09	12.7	21
E1	C030	2	14.09	12.5	18
E1	C030	3	14.09	12.3	20
E1	C030	4	14.09	15	16
E1	C030	5	14.09	13.6	18
E1	C030	6	14.09	11.1	17
E1	C030	7	14.09	12.2	17
E1	C030	8	14.09	16.5	16
E1	C030	9	14.09	NA	NA
E1	C030	10	14.09	12.5	18
E1	C030	11	14.09	12.5	17
E1	C030	12	14.09	15.7	16
E1	C030	13	14.09	14.5	14
E1	C030	14	14.09	NA	NA
E1	C030	15	14.09	17.2	11
E1	C030	16	14.09	NA	NA
E1	C030	17	14.09	14	14
E1	C030	18	14.09	NA	NA
E1	C030	19	14.09	15.2	16
E1	C030	20	14.09	NA	NA
E1	C030	21	14.09	NA	NA
E1	C030	22	14.09	12.6	18
E1	C030	23	14.09	13.1	16
E1	C030	24	14.09	NA	NA
E1	C030	25	14.09	12.5	17
E1	C030	26	14.09	15.6	16
E1	C030	27	14.09	13.3	17
E1	C030	28	14.09	14.2	17
E1	C030	29	14.09	11.1	17
E1	C030	30	14.09	17.3	18
E1	C031	1	14.09	10.5	21
E1	C031	2	14.09	14.8	23
E1	C031	3	14.09	13.1	19
E1	C031	4	14.09	10.8	17
E1	C031	5	14.09	NA	NA
E1	C031	6	14.09	15.6	21
E1	C031	7	14.09	10.6	16
E1	C031	8	14.09	NA	NA
E1	C031	9	14.09	10.1	20
E1	C031	10	14.09	NA	NA
E1	C031	11	14.09	12.5	14
E1	C031	12	14.09	NA	NA
E1	C031	13	14.09	14	15
E1	C031	14	14.09	11.8	16
E1	C031	15	14.09	NA	NA
E1	C031	16	14.09	10.9	17
E1	C031	17	14.09	12.2	14
E1	C031	18	14.09	12.2	16
E1	C031	19	14.09	12	19
E1	C031	20	14.09	13.9	15
E1	C031	21	14.09	10.4	17
E1	C031	22	14.09	12.7	19
E1	C031	23	14.09	17.3	15
E1	C031	24	14.09	12	20
E1	C031	25	14.09	9.7	23
E1	C031	26	14.09	11.2	20
E1	C031	27	14.09	14.2	16
E1	C031	28	14.09	NA	NA
E1	C031	29	14.09	9.7	11
E1	C031	30	14.09	13.5	21
E1	C032	1	14.09	16.6	21
E1	C032	2	14.09	NA	NA
E1	C032	3	14.09	8.9	17
E1	C032	4	14.09	18.4	17
E1	C032	5	14.09	15.5	19
E1	C032	6	14.09	16.5	17
E1	C032	7	14.09	12.5	20
E1	C032	8	14.09	NA	NA
E1	C032	9	14.09	17.2	17
E1	C032	10	14.09	16.5	19
E1	C032	11	14.09	15.4	16
E1	C032	12	14.09	13.4	14
E1	C032	13	14.09	17	15
E1	C032	14	14.09	NA	NA
E1	C032	15	14.09	13.7	17
E1	C032	16	14.09	20.4	12
E1	C032	17	14.09	16.7	14
E1	C032	18	14.09	17.5	15
E1	C032	19	14.09	16.5	18
E1	C032	20	14.09	12.7	17
E1	C032	21	14.09	8.3	17
E1	C032	22	14.09	16.1	18
E1	C032	23	14.09	16.1	19
E1	C032	24	14.09	13.7	18
E1	C032	25	14.09	11.7	18
E1	C032	26	14.09	18.7	18
E1	C032	27	14.09	9	16
E1	C032	28	14.09	12.2	16
E1	C032	29	14.09	16.3	18
E1	C032	30	14.09	18.2	19
E1	C033	1	14.09	15.9	26
E1	C033	2	14.09	14	22
E1	C033	3	14.09	13.4	23
E1	C033	4	14.09	12.9	19
E1	C033	5	14.09	13.7	23
E1	C033	6	14.09	15.3	21
E1	C033	7	14.09	14.7	23
E1	C033	8	14.09	NA	NA
E1	C033	9	14.09	13.4	23
E1	C033	10	14.09	14.8	22
E1	C033	11	14.09	12.4	23
E1	C033	12	14.09	15.9	15
E1	C033	13	14.09	15.2	17
E1	C033	14	14.09	13.4	15
E1	C033	15	14.09	16.3	14
E1	C033	16	14.09	17	20
E1	C033	17	14.09	13.1	20
E1	C033	18	14.09	15.2	20
E1	C033	19	14.09	14.1	21
E1	C033	20	14.09	12.6	17
E1	C033	21	14.09	13.8	21
E1	C033	22	14.09	15.3	20
E1	C033	23	14.09	15.1	21
E1	C033	24	14.09	13.5	23
E1	C033	25	14.09	15.4	19
E1	C033	26	14.09	12.6	25
E1	C033	27	14.09	14.3	23
E1	C033	28	14.09	15.9	20
E1	C033	29	14.09	14.4	21
E1	C033	30	14.09	13.1	22
E1	C034	1	14.09	5.6	18
E1	C034	2	14.09	11	19
E1	C034	3	14.09	9.1	17
E1	C034	4	14.09	15.7	17
E1	C034	5	14.09	10	17
E1	C034	6	14.09	11.1	17
E1	C034	7	14.09	14.2	18
E1	C034	8	14.09	15.5	16
E1	C034	9	14.09	NA	NA
E1	C034	10	14.09	NA	NA
E1	C034	11	14.09	16.1	16
E1	C034	12	14.09	13.1	13
E1	C034	13	14.09	NA	NA
E1	C034	14	14.09	13.8	14
E1	C034	15	14.09	17.5	14
E1	C034	16	14.09	17	14
E1	C034	17	14.09	6.2	15
E1	C034	18	14.09	15.3	17
E1	C034	19	14.09	18.6	16
E1	C034	20	14.09	14.7	18
E1	C034	21	14.09	18.2	17
E1	C034	22	14.09	12.6	16
E1	C034	23	14.09	15.8	17
E1	C034	24	14.09	15.1	18
E1	C034	25	14.09	6.6	21
E1	C034	26	14.09	19	17
E1	C034	27	14.09	15.8	17
E1	C034	28	14.09	11.6	19
E1	C034	29	14.09	5.1	19
E1	C034	30	14.09	NA	NA
E1	C035	1	14.09	15.41	20
E1	C035	2	14.09	14.71	18.5
E1	C035	3	14.09	11.4	18
E1	C035	4	14.09	15.82	18.5
E1	C035	5	14.09	16.93	18.5
E1	C035	6	14.09	12.89	20
E1	C035	7	14.09	NA	NA
E1	C035	8	14.09	14.67	22
E1	C035	9	14.09	15.28	19
E1	C035	10	14.09	NA	NA
E1	C035	11	14.09	10.12	18
E1	C035	12	14.09	16.71	18.5
E1	C035	13	14.09	NA	NA
E1	C035	14	14.09	NA	NA
E1	C035	15	14.09	17.54	17.5
E1	C035	16	14.09	NA	NA
E1	C035	17	14.09	12.86	20
E1	C035	18	14.09	11.62	19.5
E1	C035	19	14.09	NA	NA
E1	C035	20	14.09	11.05	19.5
E1	C035	21	14.09	12.86	17.5
E1	C035	22	14.09	NA	NA
E1	C035	23	14.09	14.8	17.5
E1	C035	24	14.09	16.07	15
E1	C035	25	14.09	15.28	16
E1	C035	26	14.09	17.03	16.5
E1	C035	27	14.09	15.92	17
E1	C035	28	14.09	NA	NA
E1	C035	29	14.09	17.98	18.5
E1	C036	1	14.09	11	18
E1	C036	2	14.09	8.8	19
E1	C036	3	14.09	12.7	20
E1	C036	4	14.09	11	15
E1	C036	5	14.09	15.4	20
E1	C036	6	14.09	15.2	18
E1	C036	7	14.09	NA	NA
E1	C036	8	14.09	10.3	25
E1	C036	9	14.09	NA	NA
E1	C036	10	14.09	NA	NA
E1	C036	11	14.09	15.2	14
E1	C036	12	14.09	NA	NA
E1	C036	13	14.09	NA	NA
E1	C036	14	14.09	NA	NA
E1	C036	15	14.09	16.7	16
E1	C036	16	14.09	17.8	15
E1	C036	17	14.09	11.5	16
E1	C036	18	14.09	15.8	14
E1	C036	19	14.09	13.6	17
E1	C036	20	14.09	NA	NA
E1	C036	21	14.09	13.2	16
E1	C036	22	14.09	NA	NA
E1	C036	23	14.09	16.5	17
E1	C036	24	14.09	NA	NA
E1	C036	25	14.09	17.7	18
E1	C036	26	14.09	17.6	19
E1	C036	27	14.09	12.9	22
E1	C036	28	14.09	16.4	20
E1	C036	29	14.09	NA	NA
E1	C036	30	14.09	NA	NA
E1	C037	1	14.09	12.9	23
E1	C037	2	14.09	14.6	22
E1	C037	3	14.09	12.2	21
E1	C037	4	14.09	12.6	18
E1	C037	5	14.09	14.7	20
E1	C037	6	14.09	13.2	18
E1	C037	7	14.09	13.7	20
E1	C037	8	14.09	NA	NA
E1	C037	9	14.09	14.3	17
E1	C037	10	14.09	11.1	22
E1	C037	11	14.09	NA	NA
E1	C037	12	14.09	NA	NA
E1	C037	13	14.09	NA	NA
E1	C037	14	14.09	NA	NA
E1	C037	15	14.09	12.6	14
E1	C037	16	14.09	10.5	19
E1	C037	17	14.09	13.9	15
E1	C037	18	14.09	14.1	18
E1	C037	19	14.09	14.3	19
E1	C037	20	14.09	13.6	19
E1	C037	21	14.09	13.3	18
E1	C037	22	14.09	17	16
E1	C037	23	14.09	15.8	17
E1	C037	24	14.09	NA	NA
E1	C037	25	14.09	15.6	16
E1	C037	26	14.09	NA	NA
E1	C037	27	14.09	14.8	18
E1	C037	28	14.09	17.8	19
E1	C037	29	14.09	13.1	19
E1	C037	30	14.09	15.2	18
E1	C038	1	14.09	12.4	22
E1	C038	2	14.09	12.4	18
E1	C038	3	14.09	NA	NA
E1	C038	4	14.09	NA	NA
E1	C038	5	14.09	NA	NA
E1	C038	6	14.09	15.3	17
E1	C038	7	14.09	15.1	15
E1	C038	8	14.09	NA	NA
E1	C038	9	14.09	NA	NA
E1	C038	10	14.09	NA	NA
E1	C038	11	14.09	NA	NA
E1	C038	12	14.09	NA	NA
E1	C038	13	14.09	NA	NA
E1	C038	14	14.09	NA	NA
E1	C038	15	14.09	NA	NA
E1	C038	16	14.09	12	14
E1	C038	17	14.09	NA	NA
E1	C038	18	14.09	NA	NA
E1	C038	19	14.09	NA	NA
E1	C038	20	14.09	15.3	16
E1	C038	21	14.09	NA	NA
E1	C038	22	14.09	13.6	18
E1	C038	23	14.09	NA	NA
E1	C038	24	14.09	NA	NA
E1	C038	25	14.09	NA	NA
E1	C038	26	14.09	NA	NA
E1	C038	27	14.09	NA	NA
E1	C038	28	14.09	NA	NA
E1	C038	29	14.09	NA	NA
E1	C038	30	14.09	18	13
E1	C039	1	14.09	12.9	21
E1	C039	2	14.09	15.1	20
E1	C039	3	14.09	15.4	13
E1	C039	4	14.09	16.2	18
E1	C039	5	14.09	16.2	17
E1	C039	6	14.09	7.8	15
E1	C039	7	14.09	NA	NA
E1	C039	8	14.09	NA	NA
E1	C039	9	14.09	10.6	16
E1	C039	10	14.09	NA	NA
E1	C039	11	14.09	15.5	14
E1	C039	12	14.09	15	10
E1	C039	13	14.09	17.8	13
E1	C039	14	14.09	14.3	12
E1	C039	15	14.09	15.6	12
E1	C039	16	14.09	12.4	15
E1	C039	17	14.09	18.6	13
E1	C039	18	14.09	14.7	16
E1	C039	19	14.09	18.6	15
E1	C039	20	14.09	14.8	16
E1	C039	21	14.09	17.8	17
E1	C039	22	14.09	17.1	15
E1	C039	23	14.09	16	15
E1	C039	24	14.09	17.7	14
E1	C039	25	14.09	16.3	18
E1	C039	26	14.09	16	15
E1	C039	27	14.09	10.1	19
E1	C039	28	14.09	14.4	17
E1	C039	29	14.09	14	20
E1	C039	30	14.09	6.8	16
E1	C040	1	14.09	16.4	22
E1	C040	2	14.09	16	21
E1	C040	3	14.09	15.9	18
E1	C040	4	14.09	13.1	23
E1	C040	5	14.09	15.2	19
E1	C040	6	14.09	16.4	20
E1	C040	7	14.09	16.6	19
E1	C040	8	14.09	15.2	23
E1	C040	9	14.09	NA	NA
E1	C040	10	14.09	NA	NA
E1	C040	11	14.09	NA	NA
E1	C040	12	14.09	15.3	14
E1	C040	13	14.09	18.3	16
E1	C040	14	14.09	14.9	14
E1	C040	15	14.09	12.4	16
E1	C040	16	14.09	12.5	16
E1	C040	17	14.09	14	17
E1	C040	18	14.09	16.1	16
E1	C040	19	14.09	14.9	20
E1	C040	20	14.09	16	21
E1	C040	21	14.09	16.4	19
E1	C040	22	14.09	10.5	21
E1	C040	23	14.09	11.7	19
E1	C040	24	14.09	14.7	19
E1	C040	25	14.09	16.2	22
E1	C040	26	14.09	15.6	22
E1	C040	27	14.09	16.6	21
E1	C040	28	14.09	13.4	23
E1	C040	29	14.09	15.4	21
E1	C040	30	14.09	15.3	15
E1	C041	1	14.09	15.9	17
E1	C041	2	14.09	12.4	23
E1	C041	3	14.09	12.7	20
E1	C041	4	14.09	NA	NA
E1	C041	5	14.09	14.7	16
E1	C041	6	14.09	15.4	17
E1	C041	7	14.09	NA	NA
E1	C041	8	14.09	14.7	17
E1	C041	9	14.09	5.9	21
E1	C041	10	14.09	15.4	16
E1	C041	11	14.09	14.6	13
E1	C041	12	14.09	NA	NA
E1	C041	13	14.09	NA	NA
E1	C041	14	14.09	16.2	14
E1	C041	15	14.09	NA	NA
E1	C041	16	14.09	NA	NA
E1	C041	17	14.09	NA	NA
E1	C041	18	14.09	15.6	15
E1	C041	19	14.09	NA	NA
E1	C041	20	14.09	NA	NA
E1	C041	21	14.09	13.5	18
E1	C041	22	14.09	14.8	16
E1	C041	23	14.09	NA	NA
E1	C041	24	14.09	15.2	16
E1	C041	25	14.09	15.3	17
E1	C041	26	14.09	14.3	17
E1	C041	27	14.09	NA	NA
E1	C041	28	14.09	16.6	15
E1	C041	29	14.09	16.6	17
E1	C041	30	14.09	16.3	17
E1	C042	1	14.09	6.9	23
E1	C042	2	14.09	11.8	21
E1	C042	3	14.09	14.6	18
E1	C042	4	14.09	13.9	18
E1	C042	5	14.09	15.5	20
E1	C042	6	14.09	12.8	16
E1	C042	7	14.09	8.3	19
E1	C042	8	14.09	15.3	20
E1	C042	9	14.09	14.3	15
E1	C042	10	14.09	10.4	14
E1	C042	11	14.09	14.9	11
E1	C042	12	14.09	14.3	15
E1	C042	13	14.09	2.5	14
E1	C042	14	14.09	14.5	13
E1	C042	15	14.09	15.7	13
E1	C042	16	14.09	10.8	17
E1	C042	17	14.09	15.8	16
E1	C042	18	14.09	14.8	15
E1	C042	19	14.09	14.7	17
E1	C042	20	14.09	8.1	18
E1	C042	21	14.09	NA	NA
E1	C042	22	14.09	13.4	18
E1	C042	23	14.09	NA	NA
E1	C042	24	14.09	16.5	18
E1	C042	25	14.09	13.5	19
E1	C042	26	14.09	13.2	19
E1	C042	27	14.09	16.4	18
E1	C042	28	14.09	12	17
E1	C042	29	14.09	13.4	17
E1	C042	30	14.09	15.4	15
E1	C043	1	14.09	13.6	27
E1	C043	2	14.09	15.3	25
E1	C043	3	14.09	NA	NA
E1	C043	4	14.09	15.1	22
E1	C043	5	14.09	14	24
E1	C043	6	14.09	16.6	22
E1	C043	7	14.09	NA	NA
E1	C043	8	14.09	13.1	25
E1	C043	9	14.09	15.6	22
E1	C043	10	14.09	NA	NA
E1	C043	11	14.09	12.8	21
E1	C043	12	14.09	14.6	21
E1	C043	13	14.09	NA	NA
E1	C043	14	14.09	13.2	18
E1	C043	15	14.09	16.4	18
E1	C043	16	14.09	12.9	18
E1	C043	17	14.09	14.8	19
E1	C043	18	14.09	12.8	19
E1	C043	19	14.09	12.2	23
E1	C043	20	14.09	NA	NA
E1	C043	21	14.09	15.3	22
E1	C043	22	14.09	NA	NA
E1	C043	23	14.09	13.6	21
E1	C043	24	14.09	14.5	20
E1	C043	25	14.09	16.4	25
E1	C043	26	14.09	17.5	22
E1	C043	27	14.09	15.4	26
E1	C043	28	14.09	16	23
E1	C043	29	14.09	15.1	20
E1	C043	30	14.09	18	21
E1	C044	1	14.09	13.5	25
E1	C044	2	14.09	11.8	24
E1	C044	3	14.09	NA	NA
E1	C044	4	14.09	15.1	22
E1	C044	5	14.09	15.6	23
E1	C044	6	14.09	11.8	22
E1	C044	7	14.09	16.8	22
E1	C044	8	14.09	14.8	24
E1	C044	9	14.09	NA	NA
E1	C044	10	14.09	NA	NA
E1	C044	11	14.09	15.5	20
E1	C044	12	14.09	16.5	14
E1	C044	13	14.09	NA	NA
E1	C044	14	14.09	13.8	17
E1	C044	15	14.09	NA	NA
E1	C044	16	14.09	16.9	15
E1	C044	17	14.09	NA	NA
E1	C044	18	14.09	15.6	16
E1	C044	19	14.09	NA	NA
E1	C044	20	14.09	16.6	19
E1	C044	21	14.09	12.1	28
E1	C044	22	14.09	14	21
E1	C044	23	14.09	14.5	22
E1	C044	24	14.09	15.1	21
E1	C044	25	14.09	NA	NA
E1	C044	26	14.09	14.5	21
E1	C044	27	14.09	16.6	21
E1	C044	28	14.09	14.6	21
E1	C044	29	14.09	16.1	19
E1	C044	30	14.09	12.6	20
E1	C045	1	14.09	11.2	23
E1	C045	2	14.09	15.3	23
E1	C045	3	14.09	14.4	15
E1	C045	4	14.09	12.8	14
E1	C045	5	14.09	13.7	21
E1	C045	6	14.09	15.9	19
E1	C045	7	14.09	NA	NA
E1	C045	8	14.09	16.9	19
E1	C045	9	14.09	15.6	19
E1	C045	10	14.09	NA	NA
E1	C045	11	14.09	18.5	14
E1	C045	12	14.09	NA	NA
E1	C045	13	14.09	13.8	15
E1	C045	14	14.09	16.2	13
E1	C045	15	14.09	15.2	13
E1	C045	16	14.09	12.4	20
E1	C045	17	14.09	15.2	16
E1	C045	18	14.09	13.3	18
E1	C045	19	14.09	NA	NA
E1	C045	20	14.09	NA	NA
E1	C045	21	14.09	NA	NA
E1	C045	22	14.09	14.5	20
E1	C045	23	14.09	NA	NA
E1	C045	24	14.09	14.3	21
E1	C045	25	14.09	15.7	19
E1	C045	26	14.09	NA	NA
E1	C045	27	14.09	NA	NA
E1	C045	28	14.09	17.9	15
E1	C045	29	14.09	NA	NA
E1	C045	30	14.09	NA	NA
E1	C046	1	14.09	16.65	18.5
E1	C046	2	14.09	14.58	19
E1	C046	3	14.09	11.94	20.5
E1	C046	4	14.09	15.09	18.5
E1	C046	5	14.09	14.07	19.5
E1	C046	6	14.09	15.85	18
E1	C046	7	14.09	16.81	17.5
E1	C046	8	14.09	15.44	18
E1	C046	9	14.09	14.64	20
E1	C046	10	14.09	14.64	17.5
E1	C046	11	14.09	14.2	19
E1	C046	12	14.09	17.03	17.5
E1	C046	13	14.09	16.97	20
E1	C046	14	14.09	15.18	19.5
E1	C046	15	14.09	16.39	19
E1	C046	16	14.09	17.03	17.5
E1	C046	17	14.09	16.74	17
E1	C046	18	14.09	16.3	19.5
E1	C046	19	14.09	15.85	20
E1	C046	20	14.09	13.5	16
E1	C046	21	14.09	17.67	16
E1	C046	22	14.09	16.93	16.5
E1	C046	23	14.09	14.29	17.5
E1	C046	24	14.09	16.55	18
E1	C046	25	14.09	14.1	17.5
E1	C046	26	14.09	15.28	19.5
E1	C046	27	14.09	15.53	19.5
E1	C046	28	14.09	18.08	16
E1	C046	29	14.09	15.02	14.5
E1	C046	30	14.09	14.26	17.5
E1	C047	1	14.09	11.6	20
E1	C047	2	14.09	13.7	20
E1	C047	3	14.09	14	21
E1	C047	4	14.09	7.6	18
E1	C047	5	14.09	15.5	18
E1	C047	6	14.09	12.7	22
E1	C047	7	14.09	14.5	21
E1	C047	8	14.09	13.7	21
E1	C047	9	14.09	14.6	18
E1	C047	10	14.09	14.7	18
E1	C047	11	14.09	14.6	11
E1	C047	12	14.09	15.4	13
E1	C047	13	14.09	14.5	14
E1	C047	14	14.09	NA	NA
E1	C047	15	14.09	15.5	15
E1	C047	16	14.09	13.7	15
E1	C047	17	14.09	NA	NA
E1	C047	18	14.09	NA	NA
E1	C047	19	14.09	11.3	17
E1	C047	20	14.09	12.1	19
E1	C047	21	14.09	7	21
E1	C047	22	14.09	14.5	19
E1	C047	23	14.09	12.2	20
E1	C047	24	14.09	15.4	18
E1	C047	25	14.09	16.2	15
E1	C047	26	14.09	13.7	16
E1	C047	27	14.09	NA	NA
E1	C047	28	14.09	14.7	16
E1	C047	29	14.09	14.5	20
E1	C047	30	14.09	8.8	17
E1	C048	1	14.09	14.9	17
E1	C048	2	14.09	14.2	15
E1	C048	3	14.09	10.8	16
E1	C048	4	14.09	15.8	11
E1	C048	5	14.09	14	16
E1	C048	6	14.09	14.5	14
E1	C048	7	14.09	16.5	14
E1	C048	8	14.09	15.1	15
E1	C048	9	14.09	NA	NA
E1	C048	10	14.09	15	13
E1	C048	11	14.09	NA	NA
E1	C048	12	14.09	12.4	11
E1	C048	13	14.09	NA	NA
E1	C048	14	14.09	13.4	12
E1	C048	15	14.09	14.1	11
E1	C048	16	14.09	12.3	13
E1	C048	17	14.09	14.7	12
E1	C048	18	14.09	NA	NA
E1	C048	19	14.09	15	14
E1	C048	20	14.09	12.1	17
E1	C048	21	14.09	NA	NA
E1	C048	22	14.09	14.3	15
E1	C048	23	14.09	15.6	13
E1	C048	24	14.09	13.2	15
E1	C048	25	14.09	14	16
E1	C048	26	14.09	NA	NA
E1	C048	27	14.09	15.6	13
E1	C048	28	14.09	14.9	14
E1	C048	29	14.09	15.1	14
E1	C048	30	14.09	11.1	17
E1	C049	1	14.09	12.73	22
E1	C049	2	14.09	12.8	23
E1	C049	3	14.09	16.49	19.5
E1	C049	4	14.09	13.62	22
E1	C049	5	14.09	12.41	22.5
E1	C049	6	14.09	6.88	21.5
E1	C049	7	14.09	12.89	23
E1	C049	8	14.09	13.34	20.5
E1	C049	9	14.09	17.03	18
E1	C049	10	14.09	14.48	20.5
E1	C049	11	14.09	13.37	20.5
E1	C049	12	14.09	15.66	21
E1	C049	13	14.09	16.55	18
E1	C049	14	14.09	14.51	20.5
E1	C049	15	14.09	14.64	18.5
E1	C049	16	14.09	14.29	23.5
E1	C049	17	14.09	15.12	21
E1	C049	18	14.09	16.36	20.5
E1	C049	19	14.09	12	18.5
E1	C049	20	14.09	NA	NA
E1	C049	21	14.09	17	17.5
E1	C049	22	14.09	13.91	19.5
E1	C049	23	14.09	13.53	21.5
E1	C049	24	14.09	12.41	19.5
E1	C049	25	14.09	13.69	21.5
E1	C049	26	14.09	15.85	20.5
E1	C049	27	14.09	14.45	21.5
E1	C049	28	14.09	17.57	19
E1	C049	29	14.09	14.32	20.5
E1	C049	30	14.09	15.09	20
E1	C050	1	14.09	14.45	20.5
E1	C050	2	14.09	14.32	20.5
E1	C050	3	14.09	14.8	17.5
E1	C050	4	14.09	16.39	18.5
E1	C050	5	14.09	11.2	18.5
E1	C050	6	14.09	13.43	19
E1	C050	7	14.09	18.53	19
E1	C050	8	14.09	16.68	20.5
E1	C050	9	14.09	17.92	17
E1	C050	10	14.09	18.21	17.5
E1	C050	11	14.09	NA	NA
E1	C050	12	14.09	15.44	17
E1	C050	13	14.09	15.98	20
E1	C050	14	14.09	11.71	20.5
E1	C050	15	14.09	12.25	15.5
E1	C050	16	14.09	17.73	18.5
E1	C050	17	14.09	19	16.5
E1	C050	18	14.09	14.64	20.5
E1	C050	19	14.09	17.95	17.5
E1	C050	20	14.09	14.23	20.5
E1	C050	21	14.09	13.27	15.5
E1	C050	22	14.09	16.55	17
E1	C050	23	14.09	NA	NA
E1	C050	24	14.09	15.44	17
E1	C050	25	14.09	13.27	18.5
E1	C050	26	14.09	16.55	19.5
E1	C050	27	14.09	10.35	20.5
E1	C050	28	14.09	16.2	19
E1	C050	29	14.09	14.8	19.5
E1	C050	30	14.09	12.89	16.5
E1	C051	1	14.09	5.41	19.5
E1	C051	2	14.09	12.89	21.5
E1	C051	3	14.09	14.01	23
E1	C051	4	14.09	10.5	22
E1	C051	5	14.09	13.81	22
E1	C051	6	14.09	14.87	20.5
E1	C051	7	14.09	12.03	18
E1	C051	8	14.09	15.02	22.5
E1	C051	9	14.09	4.2	17
E1	C051	10	14.09	NA	NA
E1	C051	11	14.09	NA	NA
E1	C051	12	14.09	12.61	24.5
E1	C051	13	14.09	15.22	21
E1	C051	14	14.09	9.9	22
E1	C051	15	14.09	15.66	22.5
E1	C051	16	14.09	15.22	20
E1	C051	17	14.09	16.07	22.5
E1	C051	18	14.09	16.17	22
E1	C051	19	14.09	12.25	20
E1	C051	20	14.09	15.85	21
E1	C051	21	14.09	11.71	19.5
E1	C051	22	14.09	13.69	21
E1	C051	23	14.09	14.01	20
E1	C051	24	14.09	NA	NA
E1	C051	25	14.09	13.11	21.5
E1	C051	26	14.09	14.32	22.5
E1	C051	27	14.09	NA	NA
E1	C051	28	14.09	13.31	22.5
E1	C051	29	14.09	15.95	22
E1	C051	30	14.09	12.03	23
E1	C052	1	14.09	14.07	20
E1	C052	2	14.09	5.44	15.5
E1	C052	3	14.09	15.02	16.5
E1	C052	4	14.09	13.85	19.5
E1	C052	5	14.09	12.16	16.5
E1	C052	6	14.09	13.18	20
E1	C052	7	14.09	11.59	16
E1	C052	8	14.09	11.62	17
E1	C052	9	14.09	16.52	21
E1	C052	10	14.09	NA	NA
E1	C052	11	14.09	14.26	19.5
E1	C052	12	14.09	15.76	18.5
E1	C052	13	14.09	16.87	14.5
E1	C052	14	14.09	15.66	18
E1	C052	15	14.09	NA	NA
E1	C052	16	14.09	14.96	20
